dir,gap_abs,band,pos_band,breakout,mom20,tradeable_dn,ret_open5,ret_open10,ret_open20,ret_open60,ret_close5,ret_close10,ret_close20,ret_close60,fmax3,fmax5,fmax10,fmax20,fmax60,fclose_max3,fclose_max5,fclose_max10,fclose_max20,fclose_max60
down,0.01044256588761805,1-2%,0~+10%,False,0.012588116817723982,True,-0.010150753768844223,-0.1486432160804021,-0.1238190954773869,-0.1477386934673367,0.036845983787767045,-0.10822191809664172,-0.08221918096641745,-0.10727444994209911,97.31,99.6,99.6,99.6,100.47,95.59,98.49,98.49,98.49,98.49
down,0.019385440296968537,1-2%,-10~0,False,-0.07594092424964272,True,-0.09148264984227117,-0.07844374342797045,0.011777076761303906,-0.07097791798107256,-0.05501476539429073,-0.0414524773050422,0.05238980640927471,-0.03368697364103701,92.0,92.0,92.0,98.56,100.47,84.71,86.4,90.03,96.22,97.36
down,0.010918055881662392,1-2%,<=-10%,False,-0.266006031882809,True,0.040237388724035705,0.10540059347181008,0.10053412462908007,0.058278931750741725,0.014351851851851727,0.07789351851851833,0.07314814814814796,0.03194444444444433,91.8,91.8,93.13,98.56,100.47,89.97,90.03,93.13,96.22,97.36
down,0.01041666666666674,1-2%,<=-10%,False,-0.26705123854767554,True,0.019649122807017694,0.06783625730994158,0.06198830409356715,0.01403508771929829,-0.016027088036117187,0.030474040632054278,0.02483069977426644,-0.021444695259593582,91.8,91.8,94.28,98.56,100.47,90.03,90.03,93.13,96.22,97.36
down,0.017595307917888547,1-2%,<=-10%,False,-0.15441106342393895,True,-0.057405281285878296,0.050401836969001135,-0.04661308840413303,0.048679678530424875,-0.08747360231188184,0.016894520395687396,-0.07702567522507497,0.015227297988218425,91.37,91.37,94.28,98.56,100.47,90.03,90.03,93.13,96.22,97.36
down,0.013744228497798772,1-2%,-10~0,False,-0.01761603375527432,True,0.02210125204137192,-0.011431682090364714,-0.00544365813826897,-0.021774632553075657,0.02825848849945234,-0.005476451259583737,0.0005476451259582849,-0.015881708652793036,93.7,98.56,98.56,100.47,100.47,92.0,96.22,96.22,97.36,97.36
down,0.016004988567865253,1-2%,0~+10%,False,0.05238980640927471,True,-0.04098014364174074,-0.057351077313054555,-0.11364596535699201,-0.11280101394169839,-0.03280783979548363,-0.04931827865360028,-0.1060928845334469,-0.10524073285044733,95.58,97.45,97.45,100.47,100.47,93.09,93.09,93.09,97.36,97.36
down,0.011981787682722289,1-2%,-10~0,False,-0.058651026392961936,True,0.18069366965801614,0.07154984234780515,-0.00970167353868534,0.06779044385156441,0.17244701348747582,0.06406551059730248,-0.016618497109826658,0.060332369942196484,90.88,98.64,100.47,100.47,100.47,89.3,97.36,97.36,97.36,97.36
down,0.014920112781955042,1-2%,-10~0,False,-0.05453737643007883,True,0.1335718545020872,0.032796660703637404,-0.010733452593917558,0.0757304710793083,0.06438969764837621,-0.03023516237402024,-0.07110862262038065,0.010078387458006821,98.64,100.47,100.47,100.47,100.47,97.36,97.36,97.36,97.36,97.36
down,0.012624934245134223,1-2%,0~+10%,False,0.020616342746698102,True,-0.10580713905167816,-0.11241342567927537,-0.023974427277570598,-0.10388918486947252,-0.08133552271483302,-0.08812260536398464,0.002736726874657869,-0.07936507936507942,96.47,96.47,96.47,96.47,96.47,93.8,93.8,93.8,93.8,93.8
down,0.010061486864169966,1-2%,-10~0,False,-0.022618006993006867,True,-0.05702992659514394,-0.06324110671936756,-0.0022586109542631627,-0.07476002258610948,-0.035796766743648845,-0.04214780600461887,0.020207852193995457,-0.053926096997690354,85.98,85.98,85.98,93.02,95.0,85.06,85.06,85.06,91.6,92.9
down,0.012124711316397252,1-2%,-10~0,False,-0.09997921430056123,True,-0.02630040911747511,-0.008766803039158333,0.07773232028053778,-0.06721215663354763,-0.007387988560533909,0.010486177311725298,0.09866539561487131,-0.04909437559580554,85.95,85.95,86.79,93.02,95.0,85.06,85.06,85.06,92.2,92.9
down,0.024691358024691357,2-3%,-10~0,False,-0.02947519769949669,True,0.06303797468354433,0.14240506329113933,0.15620253164556974,-0.07974683544303796,0.028410482488366418,0.10519226059270159,0.11854028900318392,-0.10972324271369083,86.79,86.79,93.02,95.0,95.0,84.8,84.8,91.6,92.9,92.9
down,0.01289899431569752,1-2%,>+10%,False,0.1190214067278288,True,-0.02679955703211523,-0.060354374307862724,-0.001107419712070845,-0.23964562569213732,-0.010917276308384904,-0.045019696117051256,0.01519414743950498,-0.22723691615081598,91.86,91.86,92.47,92.47,92.47,89.91,89.91,89.91,90.2,90.2
down,0.01646278724133987,1-2%,0~+10%,False,0.0415575136937365,True,-0.03545274904103213,-0.020341741253051215,-0.018714401952807158,-0.21829594327560153,-0.013082778306374832,0.0023786869647954845,0.004043767840152368,-0.20016650808753567,92.47,92.47,92.47,92.47,92.47,89.85,89.85,89.85,90.2,90.2
down,0.010013654984069142,1-2%,-10~0,False,-0.031305114638447984,True,-0.03448275862068961,-0.024482758620689604,-0.03333333333333344,-0.19333333333333325,-0.06510851419031716,-0.05542570951585968,-0.0639955481357819,-0.21892042292710057,91.3,91.3,91.3,92.0,92.0,88.01,88.01,88.01,90.2,90.2
down,0.014285714285714346,1-2%,-10~0,False,-0.08893709327548804,True,0.05881642512077301,0.0481884057971016,-0.09082125603864732,-0.1804347826086956,0.052082083283331304,0.04152166086643483,-0.09660386415456612,-0.18564742589703587,85.28,92.0,92.0,92.0,92.0,84.28,87.67,90.2,90.2,90.2
down,0.022556390977443552,2-3%,-10~0,False,-0.050000000000000044,True,-0.07282051282051294,-0.07051282051282048,-0.17692307692307685,-0.1283333333333334,-0.03931987247608937,-0.036928799149840597,-0.14718384697130704,-0.0968384697130713,76.12,76.12,76.12,76.12,76.12,75.03,75.03,75.03,75.03,75.03
down,0.011689691817215686,1-2%,-10~0,False,-0.09660386415456612,True,-0.02284946236559149,-0.041801075268817156,-0.10470430107526885,-0.0819892473118281,-0.031054244968679146,-0.0498467279754764,-0.11222177795548449,-0.08969745435159271,75.1,75.1,75.1,75.1,75.1,74.44,74.44,74.44,74.44,74.44
down,0.017070568510897832,1-2%,<=-10%,False,-0.20789568996740315,True,0.04899984493719978,0.06466118778105145,0.06838269499147165,-0.13785082958598227,0.062009419152276424,0.07786499215070641,0.08163265306122458,-0.12715855572998436,67.13,68.9,69.48,70.85,71.3,66.61,67.75,68.66,70.18,70.36
down,0.011070110701106972,1-2%,-10~0,False,-0.07910833220062519,True,0.024776119402984964,0.001791044776119577,-0.06298507462686564,-0.1195522388059701,0.014929785661492945,-0.007834441980783424,-0.07198817442719885,-0.12801182557280122,69.29,69.48,70.85,70.85,71.3,68.38,68.66,69.7,70.18,70.36
down,0.010144927536231974,1-2%,-10~0,False,-0.0482758620689655,True,-0.02196193265007318,-0.012884333821376215,-0.06398243045387986,-0.12532942898975108,-0.008019008019008123,0.0011880011880012198,-0.05063855063855072,-0.11286011286011288,70.31,70.31,70.6,70.6,71.3,70.18,70.18,70.18,70.18,70.36
down,0.010406004776526756,1-2%,<=-10%,False,-0.12389777312808248,True,0.03447681434235483,0.002413377003964934,0.01241165316324766,-0.15462851232546115,0.018499660556686948,-0.013068567549219368,-0.0032247114731840387,-0.1676849966055669,60.39,61.5,62.35,62.35,62.35,60.09,60.99,60.99,60.99,60.99
down,0.01101430215354271,1-2%,<=-10%,False,-0.10295631710545661,True,-0.03341090425531912,-0.006981382978723305,-0.0683178191489362,-0.21243351063829774,-0.030994834194300935,-0.004499250124979093,-0.0659890018330278,-0.2104649225129145,62.35,62.35,62.35,62.35,62.35,60.7,60.7,60.7,60.7,60.7
down,0.016782505509408407,1-2%,<=-10%,False,-0.12438770966305479,True,0.042241379310344884,0.023103448275862082,-0.0579310344827586,-0.18603448275862067,0.028761061946902755,0.009870660313138213,-0.07011572498298158,-0.19656228727025182,59.72,61.45,61.45,61.45,61.45,58.92,60.5,60.5,60.5,60.5
down,0.010397450947509768,1-2%,0~+10%,False,0.017229614466052645,True,-0.05016098966276905,-0.03812913065582102,-0.0018640908320624039,-0.20521945432977462,-0.045632555763664207,-0.03354333390090247,0.0028946024178444496,-0.201430274135876,60.49,60.49,60.49,60.88,60.88,58.39,58.39,58.39,59.98,59.98
down,0.010420409629895766,1-2%,-10~0,False,-0.08303130148270188,True,0.0626361655773422,0.08896151053013801,-0.014161220043573008,-0.22258533042846762,0.046673819742489187,0.07260371959942757,-0.02896995708154515,-0.23426323319027187,56.96,59.46,60.88,60.88,60.88,56.87,58.53,59.98,59.98,59.98
down,0.010437051532942054,1-2%,<=-10%,False,-0.11318935595834934,True,-0.0024170511975389886,0.030542737859811098,-0.01669962645572398,-0.1489782465392222,0.008440693025322021,0.0417592181252775,-0.0059973345179921145,-0.13971568191914718,46.06,46.4,47.28,47.28,48.6,45.65,45.65,46.9,46.9,48.02
down,0.012325581395348895,1-2%,-10~0,False,-0.09244406922752224,True,0.09606781257358121,0.06781257358135151,0.07157993878031554,-0.06027784318342366,0.06254279844784283,0.03515179182834971,0.03880392604428207,-0.08902077151335319,43.99,47.16,47.16,48.6,48.6,42.82,46.55,46.85,48.02,48.02
down,0.014301675977653638,1-2%,-10~0,False,-0.0059973345179921145,True,0.028111539333484536,0.07231920199501252,-0.013829063704375422,-0.11425980503287236,-0.025778732545649774,0.01611170784103111,-0.06552094522019325,-0.1606874328678839,47.06,47.06,48.6,48.6,48.6,46.85,46.85,48.02,48.02,48.02
down,0.011815252416756072,1-2%,0~+10%,False,0.0434880071732795,True,0.04391304347826086,0.03152173913043477,-0.07804347826086966,-0.1610869565217391,0.024973319103521963,0.012806830309498363,-0.0947705442902883,-0.17630736392742796,46.66,48.34,48.6,48.6,48.6,46.42,48.02,48.02,48.02,48.02
down,0.011695906432748537,1-2%,-10~0,False,-0.0790607496768635,True,0.0101775147928993,-0.05491124260355029,-0.07621301775147926,-0.06745562130177518,0.025714972362412825,-0.04037490987743331,-0.06200432588320115,-0.05311223263638554,42.6,43.43,43.43,43.43,43.43,42.19,42.68,42.68,42.68,42.68
down,0.013461538461538525,1-2%,-10~0,False,-0.08269018743109147,True,0.01242690058479523,-0.0657894736842104,-0.004629629629629539,-0.0514132553606238,0.013909224011713128,-0.0644216691068813,-0.0031722791605660605,-0.0500244021473889,43.43,43.43,43.43,43.43,43.43,42.68,42.68,42.68,42.68,42.68
down,0.011406844106463976,1-2%,0~+10%,False,0.041171813143309643,True,-0.028205128205128216,-0.15897435897435908,-0.07820512820512815,-0.12128205128205116,-0.05885274397814766,-0.18549788924757893,-0.10727588775763597,-0.14899428855227215,40.9,40.9,40.9,40.9,43.48,39.07,39.07,39.07,39.07,42.5
down,0.014154457412465904,1-2%,0~+10%,False,0.03976245804286105,True,-0.09244332493702778,-0.19319899244332495,-0.07682619647355171,-0.09521410579345091,-0.0778090606603532,-0.1801894036345022,-0.061940107499360186,-0.08062452009214227,39.65,39.65,39.65,39.65,43.48,38.93,38.93,38.93,38.93,42.5
down,0.010244286840031536,1-2%,-10~0,False,-0.042986425339366585,True,-0.0997876857749469,-0.06581740976645423,0.04564755838641177,-0.018842887473460745,-0.12869252504495243,-0.09581299768815821,0.012072951451322922,-0.05034677626509121,38.95,38.95,38.95,39.81,43.48,37.9,37.9,37.9,39.4,42.5
down,0.011045466221423106,1-2%,-10~0,False,-0.002562131693569114,True,-0.1480519480519481,-0.0870129870129871,0.011168831168831161,0.0072727272727273196,-0.1345646437994723,-0.07255936675461738,0.02717678100263865,0.02321899736147759,38.1,38.1,38.1,40.49,43.48,36.03,36.03,36.03,39.4,42.5
down,0.010824313072439695,1-2%,<=-10%,False,-0.1462085308056872,True,-0.04012345679012341,-0.0008417508417508657,0.09231200897867553,0.05527497194163855,-0.01695402298850568,0.02327586206896548,0.11867816091954042,0.08074712643678161,36.78,36.78,36.78,40.49,43.48,34.78,34.78,35.61,39.4,42.5
down,0.016676250718803853,1-2%,<=-10%,False,-0.15004887585532745,True,0.029239766081871288,0.05555555555555558,0.09970760233918119,0.13888888888888884,0.037735849056603765,0.06426886792452824,0.10878537735849059,0.1482900943396226,34.33,35.7,36.5,40.49,43.48,34.21,35.2,36.1,39.4,42.5
down,0.012804878048780277,1-2%,<=-10%,False,-0.1694099772094202,True,0.07782581840642355,0.13187152563310667,0.310994441012971,0.16151945645460142,0.0896034967218231,0.14423977521073983,0.32532001248829223,0.17421167655323133,35.7,35.77,36.65,43.48,43.48,35.2,35.2,36.65,42.5,42.5
down,0.013614179296172702,1-2%,0~+10%,False,0.02717678100263865,True,0.10546875000000022,0.08333333333333348,0.07291666666666674,0.13828125000000013,0.10403120936280885,0.08192457737321202,0.07152145643693109,0.1368010403120936,39.82,43.48,43.48,43.48,44.38,38.93,42.5,42.5,42.5,43.71
down,0.015072893501358986,1-2%,0~+10%,False,0.039558181351142974,True,-0.07150025087807332,-0.12568991470145507,-0.004014049172102241,-0.06046161565479169,-0.04144004144004143,-0.09738409738409737,0.0282310282310283,-0.03004403004403,40.54,40.54,40.54,40.54,44.38,40.14,40.14,40.14,40.14,43.71
down,0.011944091486658204,1-2%,-10~0,False,-0.07411764705882351,True,-0.06893004115226331,-0.0761316872427984,-0.032664609053497995,-0.09362139917695478,-0.06266183324702213,-0.06991196271361977,-0.026152252718798508,-0.08751941998964252,38.55,38.55,38.55,40.3,44.38,37.01,37.01,37.01,39.7,43.71
down,0.011414253897550242,1-2%,<=-10%,False,-0.12518265952264984,True,0.059138270909602886,0.053224443818642664,0.055195719515629404,0.08279357927344422,0.03637365665472592,0.030586938550564824,0.032515844585285114,0.05952052907136962,39.3,39.3,40.3,40.3,44.38,38.78,38.84,39.7,39.7,43.71
down,0.019512195121951348,1-2%,-10~0,False,-0.029646238166417427,True,-0.01361612987693106,-0.03901544907043719,0.0801256873527103,-0.03220738413197166,-0.008423269281389811,-0.03395630429060281,0.08581205580415885,-0.027112397999473625,38.99,38.99,39.23,44.38,44.38,37.61,38.07,38.96,43.71,43.71
down,0.015984955336154183,1-2%,0~+10%,False,0.07153652392947096,True,0.026755852842809347,0.0021500238891543066,-0.13425704730052546,-0.2221691352126134,0.040930007265681745,0.01598449987890538,-0.12230564301283597,-0.21143133930733826,41.67,43.03,43.75,43.75,43.75,41.25,42.98,42.98,42.98,42.98
down,0.013777555110220496,1-2%,0~+10%,False,0.03823146944083211,True,-0.0795021590043179,-0.04368808737617469,-0.043180086360172565,-0.1513843027686056,-0.06016597510373445,-0.023599585062240802,-0.02308091286307057,-0.13355809128630725,39.67,39.67,39.67,40.67,40.67,38.2,38.2,38.2,40.01,40.01
down,0.01097355092853125,1-2%,<=-10%,False,-0.13842424242424245,True,0.09957325746799439,0.07652916073968719,0.08307254623044091,0.31237553342816504,0.0967650397275821,0.07377979568671966,0.08030646992054469,0.3090238365493758,38.58,39.45,40.6,40.67,58.54,37.97,38.78,40.01,40.01,58.54
down,0.013454075032341417,1-2%,-10~0,False,-0.09632920271218148,True,0.008392341987935925,-0.011277209546288969,-0.009179124049305099,0.20220298977183315,-0.034404821697639365,-0.05323957810145652,-0.05123053741838268,0.15118031140130594,40.6,40.6,40.67,40.67,58.54,40.01,40.01,40.01,40.01,58.54
down,0.010042604990870285,1-2%,<=-10%,False,-0.11117121990803358,True,-0.0015370427297880518,0.02705195204426669,0.3178604365201352,0.4786351060559484,-0.0021505376344086446,0.026420890937020047,0.3170506912442397,0.47772657450076816,34.75,34.75,34.76,58.54,58.54,33.84,33.84,33.84,58.54,58.54
down,0.04936795353604373,3-5%,>+10%,False,0.7474626865671641,True,-0.22964959568733156,-0.14950584007187784,-0.11015274034141953,-0.19317160826594792,-0.13218623481781377,-0.041902834008097134,0.0024291497975710286,-0.09109311740890691,52.39,52.39,52.39,52.8,57.5,49.95,49.95,49.95,50.0,54.94
down,0.024424424424424496,2-3%,>+10%,False,0.49820035992801426,True,-0.06587317873999576,0.01457008003283411,0.05622819618304953,-0.09008824132977622,-0.013223498807717338,0.07175373943203978,0.11575980923477114,-0.038803381747236076,47.23,47.65,51.59,54.75,57.5,46.7,46.7,49.44,51.47,54.94
down,0.022885348889387536,2-3%,>+10%,False,0.35636031649421795,True,0.08679678530424795,0.08840413318025253,0.244316877152698,0.008495981630310068,0.10403545602985775,0.105668299510147,0.2640541170982038,0.024492652204338716,47.65,48.5,51.59,57.5,57.5,45.84,47.33,49.44,54.94,54.94
down,0.010352841749418862,1-2%,>+10%,False,0.45720443349753714,True,0.036507258753202265,0.08005977796754915,0.06767719897523472,-0.03864218616567039,0.0803293279928794,0.12572318647085012,0.11281708945260349,0.0020026702269693164,51.59,51.59,52.8,57.5,57.5,49.44,49.44,50.59,54.94,54.94
down,0.015189346650020918,1-2%,>+10%,False,0.42189349112426044,True,0.04627086414536241,0.14493978449186562,0.03422776251848725,-0.09761250792309317,0.04472573839662464,0.14324894514767927,0.03270042194092837,-0.09894514767932483,49.97,52.8,57.5,57.5,57.5,48.55,50.0,54.94,54.94,54.94
down,0.015447991761071034,1-2%,>+10%,False,0.389524899828277,True,0.0767782426778243,0.03138075313807542,0.018410041841004254,-0.11066945606694556,0.09767541053529527,0.05139688632970785,0.03817445084239712,-0.09341010876519518,52.8,54.75,57.5,57.5,57.5,50.0,51.47,54.94,54.94,54.94
down,0.01301729162619003,1-2%,>+10%,False,0.11575980923477114,True,-0.055511811023622015,-0.03937007874015752,-0.017716535433070835,-0.1303149606299212,-0.12668365489625044,-0.11175828176192215,-0.09173643975245727,-0.19585001820167458,57.5,57.5,57.5,57.5,57.5,54.19,54.19,54.19,54.19,54.19
down,0.011918063314711347,1-2%,>+10%,False,0.2048463091765762,True,-0.055785902751602,-0.07745947983415002,-0.09347908028646812,-0.1598190727478327,-0.07547517992249486,-0.09669680752906429,-0.1123823583687027,-0.1773389924340284,54.44,54.44,54.44,54.44,54.44,51.55,51.55,51.55,51.55,51.55
down,0.01125121241513094,1-2%,>+10%,False,0.21925260170293281,True,-0.053168530508142076,-0.04492838924857756,-0.07985089268196977,-0.12850696488130264,-0.02109533468559832,-0.012576064908722095,-0.0486815415821501,-0.09898580121703848,51.61,51.61,51.61,52.59,52.59,50.99,50.99,50.99,50.99,50.99
down,0.011655011655011704,1-2%,<=-10%,False,-0.11455108359133137,True,0.08207547169811336,0.0025943396226415505,0.04764150943396239,-0.053301886792452735,0.06573751451800236,-0.012543554006968605,0.031823461091753824,-0.06759581881533094,44.73,46.45,46.45,46.45,52.88,44.48,45.88,45.88,45.88,51.7
down,0.010355695632597972,1-2%,0~+10%,False,0.031823461091753824,True,0.03867151956323922,0.13171064604185623,0.16742493175614204,0.06073703366696992,0.015117830146731848,0.10604713205869287,0.14095153401511795,0.036682970208981924,46.6,46.6,52.88,52.88,52.88,46.06,46.06,51.0,51.32,51.7
down,0.013543031891655843,1-2%,0~+10%,False,0.01665556295802806,True,0.09056687333923841,0.13241806908768838,0.08392382639503992,0.019043401240035562,0.09129182362065147,0.1331708397961444,0.08464436073565262,0.01972080655883013,48.62,52.88,52.88,52.88,52.88,47.15,51.0,51.14,51.7,51.7
down,0.010392364793213149,1-2%,0~+10%,False,0.0990675990675991,True,0.057651093013287635,0.06429489927132459,0.028289755679382855,-0.024217745392198786,0.05403673643741991,0.06065783853054252,0.024775736864587783,-0.027552328064929466,52.88,52.88,52.88,52.88,52.88,51.0,51.0,51.14,51.7,51.7
down,0.023137254901960724,2-3%,>+10%,False,0.19577960140679962,True,0.026495383380168658,0.010638297872340496,-0.052990766760337205,-0.09654757125652358,0.0383756345177666,0.022335025380710638,-0.04203045685279183,-0.08609137055837568,50.99,51.17,51.4,52.5,52.5,50.7,51.14,51.14,51.7,51.7
down,0.01104536489151875,1-2%,>+10%,False,0.14266396213657884,True,-0.009573195053849348,0.016354208216992516,-0.21420023932987642,-0.098923015556442,0.00628166160081034,0.03262411347517724,-0.20162107396149953,-0.08449848024316109,51.4,51.4,52.5,52.5,52.5,51.14,51.14,51.7,51.7,51.7
down,0.013365250349092417,1-2%,>+10%,False,0.14035486806187447,True,0.0179943388596846,-0.010311362717347339,-0.18722199757379698,-0.1152446421350587,-0.015447790379350734,-0.04282362143136487,-0.21392256550645283,-0.14430973797418856,51.4,51.4,52.5,52.5,52.5,50.49,50.49,51.7,51.7,51.7
down,0.012951334379905921,1-2%,>+10%,False,0.1063829787234043,True,-0.06341948310139156,-0.19403578528827037,-0.20636182902584488,-0.12723658051689857,-0.0320525991370455,-0.16704335319498664,-0.17978220669817135,-0.09800698582288891,49.71,49.71,49.71,49.71,49.71,48.95,48.95,48.95,48.95,48.95
down,0.06554511688879183,5-9.4%,-10~0,False,-0.09723865877712035,True,-0.026186579378068897,-0.04746317512274967,0.014963759644610608,0.033434650455927084,0.05710659898477166,0.03401015228426396,0.10177664974619294,0.12182741116751283,42.2,42.28,42.35,43.98,48.8,40.62,41.65,41.65,43.41,47.73
down,0.019980266403552105,1-2%,<=-10%,False,-0.19130261320566533,True,0.010319657689403572,0.01711552982632769,0.11401963251950664,0.12056380568839686,-0.0014925373134329067,0.0052238805970148405,0.10099502487562173,0.10746268656716418,42.28,42.35,42.35,44.34,48.8,41.65,41.65,41.65,44.26,47.73
down,0.015263417035942806,1-2%,<=-10%,False,-0.19548425430778382,True,-0.00024999999999997247,0.030749999999999833,0.15799999999999992,0.127,-0.0331237911025144,-0.0031431334622824547,0.11992263056092844,0.08994197292069628,42.35,42.35,42.35,46.74,48.8,41.65,41.65,41.65,46.32,47.73
down,0.0180986061992926,1-2%,0~+10%,False,0.011148506520824553,True,0.21165254237288122,0.6525423728813557,0.5129237288135591,0.5141949152542371,0.17917525773195875,0.6082474226804124,0.4723711340206185,0.4736082474226804,56.68,59.0,78.9,81.0,94.44,53.25,57.19,78.0,78.0,91.0
down,0.024683122081387676,2-3%,>+10%,False,0.6087143163769049,True,0.009302325581395543,0.009712722298221621,0.111217510259918,-0.025854993160054685,0.02145922746781115,0.021874567354284835,0.12460196594212936,-0.014121556140108127,76.98,80.94,80.94,94.44,94.44,73.81,73.92,73.96,91.0,91.0
down,0.03087359822788316,3-5%,>+10%,False,0.5726104942303507,True,0.056571428571428495,0.09057142857142852,0.1964285714285714,0.00728571428571434,0.05431218816821071,0.08823948681396998,0.19387027797576617,0.005131860299358415,80.94,80.94,80.94,94.44,94.44,73.92,73.96,76.34,91.0,91.0
down,0.015413737155219098,1-2%,>+10%,False,0.5249484536082474,True,0.11617687448503178,0.10381763251853893,0.10203240867893437,-0.0585004119747321,0.15323496027241768,0.140465380249716,0.13862088535754813,-0.02724177071509648,76.88,83.88,94.44,94.44,94.44,73.81,81.28,91.0,91.0,91.0
down,0.018331692913385766,1-2%,>+10%,False,0.518400896693443,True,0.044867777917032114,-0.041358566236370575,0.04587040982579271,-0.13999248026068434,0.07894396272809634,-0.010094473922609093,0.07997929338682552,-0.11194512747508722,94.44,94.44,94.44,94.44,94.44,91.0,91.0,91.0,91.0,91.0
down,0.02403899412872501,2-3%,>+10%,False,0.4102483986877048,True,-0.13405221339387052,-0.08910329171396136,-0.008286038592508427,-0.20998864926220207,-0.050883304304553234,-0.0016173177407314832,0.08696193082856452,-0.13411296342373724,85.64,85.64,85.64,88.8,89.9,83.37,83.75,83.75,87.37,87.37
down,0.0520029858173674,5-9.4%,>+10%,False,0.20149476831091162,True,0.003805774278215157,0.009055118110236293,0.1003937007874014,-0.08543307086614182,-0.0825236895765864,-0.07772580064771506,0.005757466714645387,-0.16408780136739842,85.64,85.64,85.64,89.9,89.9,83.75,83.75,83.75,87.37,87.37
down,0.011695186507448052,1-2%,>+10%,False,0.12460196594212936,True,-0.02229696063776787,0.043846537120079576,0.088315894369706,-0.1503487792725462,-0.06280597014925382,0.0005970149253731183,0.043223880597014874,-0.18555223880597027,83.0,83.0,86.93,89.9,89.9,78.65,78.65,83.8,87.37,87.37
down,0.013970149253731412,1-2%,>+10%,False,0.19387027797576617,True,-0.02821506418018893,0.007265681763138909,0.00024218939210451929,-0.19314604020343917,0.05190719622493112,0.09031327828024649,0.08271070913619072,-0.12662209988202922,79.29,80.3,88.24,89.9,89.9,78.65,80.25,83.8,87.37,87.37
down,0.012968849332485877,1-2%,0~+10%,False,0.06398809523809534,True,0.07677444287002455,0.1033105758083217,0.017647816565760754,-0.11516166430503672,0.07691316670961101,0.10345271837155368,0.017778922958000543,-0.11504766812677159,80.61,83.99,88.24,89.9,89.9,80.25,83.59,85.65,87.37,87.37
down,0.013705217600384678,1-2%,0~+10%,False,0.023375984251968518,True,0.022062408581179804,0.017186738176499183,-0.11774744027303763,-0.24134568503169185,0.004793289394847022,0.0,-0.13265428400239676,-0.2541641701617735,86.37,89.9,89.9,89.9,89.9,85.65,87.37,87.37,87.37,87.37
down,0.010185739964050478,1-2%,0~+10%,False,0.07997929338682552,True,0.0170702179176756,-0.048426150121065326,-0.1446731234866827,-0.26501210653753016,0.059661957618567074,-0.008577194752775075,-0.1088546922300706,-0.2342330978809284,88.8,89.9,89.9,89.9,89.9,87.37,87.37,87.37,87.37,87.37
down,0.028758829465186708,2-3%,-10~0,False,-0.052581261950286895,True,0.03922077922077927,0.025974025974025983,-0.10103896103896104,-0.17155844155844158,-0.0657326328079394,-0.07764156450671345,-0.1918272037361355,-0.25522475189725635,89.9,89.9,89.9,89.9,89.9,87.37,87.37,87.37,87.37,87.37
down,0.01785501725985006,1-2%,0~+10%,False,0.06274509803921569,True,-0.04254029814567939,-0.1228941946430736,-0.13695309659435229,-0.2300327233062659,-0.012746813296675819,-0.09560109972506858,-0.11009747563109229,-0.2060734816295926,89.89,89.89,89.89,89.89,89.89,87.37,87.37,87.37,87.37,87.37
down,0.016824997138605968,1-2%,0~+10%,False,0.043223880597014874,True,-0.16484284051222364,-0.16868451688009323,-0.17345750873108268,-0.2622817229336438,-0.13147699757869247,-0.13547215496368037,-0.1404358353510895,-0.23280871670702175,86.0,86.0,86.0,86.0,86.0,83.45,83.45,83.45,83.45,83.45
down,0.028833551769331667,2-3%,-10~0,False,-0.027901643521467623,True,-0.036302294197031015,-0.06707152496626179,-0.07476383265856945,-0.11659919028340082,-0.0045999442431000626,-0.03638137719542789,-0.044326735433509845,-0.0875383328686925,73.96,74.8,74.8,74.8,74.8,72.5,72.5,72.5,72.5,72.5
down,0.023434230715580817,2-3%,<=-10%,False,-0.14451073985680196,True,-0.01256963290958446,0.014140837023282282,0.025567776031995226,-0.13126696186259112,-0.03192830135835323,-0.005741492788124858,0.005461419969192027,-0.14829855762498245,73.37,73.37,73.5,73.5,73.5,72.38,72.38,72.38,72.38,72.38
down,0.012864493996569304,1-2%,<=-10%,False,-0.11443037974683556,True,0.026064291920069538,-0.0013032145960035768,-0.015348971908485387,0.015059368664928963,0.03369803063457333,0.006126914660831595,-0.008023340627279274,0.022611232676878146,71.99,71.99,73.38,73.38,73.4,70.82,71.12,71.8,71.8,71.8
down,0.011811023622047334,1-2%,-10~0,False,-0.01727235042144537,True,-0.0186397268070575,-0.02945361411496883,-0.06402959590210588,-0.11454183266932272,-0.026672311600338672,-0.037397685577194584,-0.07169065763477278,-0.12178944397403335,73.38,73.38,73.38,73.38,73.4,71.8,71.8,71.8,71.8,72.4
down,0.016176041970271005,1-2%,-10~0,False,-0.051948051948051854,True,0.022070804325285076,0.005776921937490798,-0.10072581839727457,-0.11124277884757816,0.019202363367799125,0.002954209748892156,-0.10324963072378146,-0.11373707533234867,70.5,71.54,71.54,71.54,73.4,69.6,69.69,69.69,69.69,72.4
down,0.010687463893703009,1-2%,-10~0,False,-0.027664653840752673,True,-0.007299270072992692,-0.039708029197080275,-0.06291970802919711,0.02656934306569325,-0.003078727459316699,-0.03562527488638023,-0.05893563993549322,0.03093388066265934,69.78,69.8,69.8,69.8,73.4,67.9,68.69,68.69,68.69,72.4
