dir,gap_abs,band,pos_band,breakout,mom20,tradeable_up,ret_open5,ret_open10,ret_open20,ret_open60,ret_close5,ret_close10,ret_close20,ret_close60,fmin3,fmin5,fmin10,fmin20,fmin60,fclose_min3,fclose_min5,fclose_min10,fclose_min20,fclose_min60
up,0.010121457489878471,1-2%,>+10%,False,0.5171990171990171,True,-0.15270541082164324,-0.09939879759519044,0.013827655310621356,-0.12244488977955914,-0.1535535535535536,-0.10030030030030035,0.01281281281281288,-0.12332332332332341,44.47,42.25,41.89,41.89,41.89,44.57,42.28,42.28,42.28,42.28
up,0.013995801259622187,1-2%,>+10%,False,0.3170506912442397,True,0.033816425120772875,0.11686220381872547,0.1858753163100988,-0.013112491373360902,0.0629139072847682,0.14829706717123936,0.21925260170293281,0.014664143803216678,41.89,41.89,41.89,41.89,41.89,45.52,44.94,44.94,44.94,42.9
up,0.010544815465729274,1-2%,>+10%,False,0.35234699940582326,True,0.07478260869565223,0.04652173913043489,0.04304347826086952,-0.03630434782608705,0.07853403141361248,0.05017452006980805,0.0466841186736473,-0.03294066317626543,44.7,44.7,44.7,44.7,42.22,44.94,44.94,44.94,44.94,42.9
up,0.021361815754339153,2-3%,>+10%,False,0.3896103896103893,True,0.021568627450980538,0.1213507625272332,0.05141612200435719,-0.0004357298474945148,-0.05157766990291257,0.041059870550161914,-0.023867313915857613,-0.07200647249190928,46.9,46.81,46.81,46.81,42.22,47.4,46.89,46.89,46.89,42.9
up,0.011326860841424091,1-2%,>+10%,False,0.562085308056872,True,-0.03720000000000001,0.0988,-0.02400000000000002,-0.11180000000000012,-0.02629449838187692,0.1112459546925566,-0.012944983818770184,-0.10173948220064732,46.88,46.81,46.81,46.81,42.22,47.4,46.89,46.89,46.89,42.9
up,0.010548523206751037,1-2%,>+10%,False,0.41873690511822814,True,0.056158663883089766,0.0762004175365345,0.001670146137787043,-0.10960334029227559,0.042018537590113425,0.06179196704428436,-0.011740473738414026,-0.121524201853759,46.81,46.81,46.81,46.03,42.22,46.89,46.89,46.89,46.89,42.65
up,0.01343570057581589,1-2%,>+10%,False,0.1535055350553507,True,0.15614478114478092,0.009680134680134511,0.03661616161616155,-0.10816498316498313,0.14125467386788526,-0.0033236393851268087,0.023265475695886995,-0.11965101786456167,47.6,47.6,47.5,46.03,42.0,49.52,49.52,47.98,46.9,42.38
up,0.03953350464518679,3-5%,0~+10%,False,0.01281281281281288,True,-0.0625594219433353,-0.0823350446853015,-0.06636242631679035,-0.17950180642707747,-0.04216048183407817,-0.06236642704488049,-0.04604624052846318,-0.16164756168641925,50.68,49.21,47.5,46.03,42.0,53.7,49.3,47.98,46.9,42.38
up,0.012923188933381846,1-2%,>+10%,False,0.17644539614561006,True,-0.0837376460017969,-0.1572327044025157,-0.11590296495956864,-0.211141060197664,-0.05046554934823089,-0.12662942271880828,-0.08379888268156421,-0.18249534450651772,49.21,47.5,46.9,46.03,42.0,49.3,47.98,46.9,46.9,42.38
up,0.010421008753647376,1-2%,0~+10%,False,0.0466841186736473,True,-0.03259075907590758,0.004537953795379579,-0.028052805280528004,-0.08003300330032992,-0.08021180623651702,-0.044910766817022885,-0.07589723475191223,-0.1253186899392038,48.2,46.9,46.03,46.03,42.0,48.26,46.9,46.9,46.7,42.38
up,0.013261500207210952,1-2%,-10~0,False,-0.023867313915857613,True,0.007361963190184007,0.020449897750511203,-0.061554192229038796,-0.0662576687116565,0.009426229508196826,0.02254098360655732,-0.05963114754098353,-0.06434426229508194,46.03,46.03,46.03,45.61,42.0,46.9,46.9,46.9,45.89,42.38
up,0.05010020040080154,5-9.4%,-10~0,False,-0.09173643975245727,True,-0.10076335877862597,-0.12213740458015265,-0.15438931297709912,-0.061068702290076216,-0.04227642276422772,-0.06504065040650409,-0.099390243902439,0.0,46.82,46.49,45.36,43.36,42.0,46.9,46.7,45.89,43.79,42.38
up,0.050647032574743456,5-9.4%,-10~0,False,-0.08437180796731358,True,-0.07007857294542374,-0.08897855170949254,-0.09428753450838834,0.00042471862391146864,-0.06948576285592867,-0.08839779005524873,-0.0937101572460689,0.0010624734381639023,46.6,43.79,42.8,42.22,42.0,46.74,43.79,42.9,42.65,42.38
up,0.01678708032299192,1-2%,-10~0,False,-0.019174656106710986,True,-0.07335423197492164,-0.10031347962382453,-0.11159874608150477,-0.014002089864158851,-0.05719753348926215,-0.08462683393578574,-0.09610886668084206,0.00318945354029343,44.5,43.65,42.22,42.22,42.0,44.9,43.79,42.9,42.51,42.38
up,0.012820512820512997,1-2%,-10~0,False,-0.06739130434782614,True,0.04833141542002295,0.026006904487916982,0.07756041426927496,-0.05546605293440743,0.0664949660501053,0.04378365722313271,0.09623039100913133,-0.039100913135097226,42.0,42.0,42.0,42.0,37.31,42.38,42.38,42.38,42.38,39.4
up,0.017563868613138522,1-2%,0~+10%,False,0.021911421911422035,True,0.01165657924232244,0.10401255323918401,0.12867070163640437,0.01972651871777642,0.015983791085096843,0.10873480414227821,0.13349842413327329,0.02408824853669511,43.81,43.81,43.81,43.81,37.31,44.6,44.6,44.6,44.6,39.4
up,0.011506730351715122,1-2%,0~+10%,False,0.03552158273381312,True,0.09465550547327739,0.07598197037990984,0.04464477355655716,0.013092938398798104,0.11402359108781135,0.09501965923984268,0.06312800349497594,0.031017911751856753,45.0,45.0,45.0,45.0,37.31,45.13,45.13,45.13,45.13,39.4
up,0.010252029047415512,1-2%,0~+10%,False,0.09623039100913133,True,0.05983086680761107,0.06532769556025375,-0.004016913319238813,-0.047357293868921624,-0.017058823529411682,-0.011960784313725492,-0.07627450980392159,-0.1164705882352941,48.31,48.31,48.31,46.71,37.31,49.25,49.25,49.2,47.11,39.4
up,0.04477611940298498,3-5%,<=-10%,False,-0.21392256550645283,True,-0.05404761904761912,-0.02571428571428569,0.05880952380952387,0.07214285714285706,-0.021910388970950323,0.007385524372230501,0.0947808961102905,0.10856720827178745,39.95,39.49,39.27,39.27,39.27,40.89,39.73,39.73,39.73,39.73
up,0.020309477756286443,2-3%,<=-10%,False,-0.15934959349593503,True,-0.034597156398104234,-0.027488151658767834,0.08696682464454963,0.06729857819905205,-0.02184873949579824,-0.014645858343337315,0.10132052821128457,0.08139255702280912,39.49,39.27,39.27,39.27,39.27,39.73,39.73,39.73,39.73,39.73
up,0.01050830889540566,1-2%,<=-10%,False,-0.15367114788004133,True,0.029746070133010782,0.12019347037484884,0.10326481257557418,0.1496977025392987,0.03274314819306334,0.12345379577977211,0.10647586708707246,0.15304390007276258,40.6,40.6,40.6,40.6,40.6,40.63,40.63,40.63,40.63,40.63
up,0.013640639698965229,1-2%,-10~0,False,-0.08618095852138397,True,0.07470997679814384,0.10139211136890935,0.07006960556844533,0.02737819025522037,0.08783466416157815,0.11484264913104747,0.08313762329732266,0.039924847346171966,42.22,42.22,42.22,42.22,41.52,43.32,43.32,43.32,43.32,42.06
up,0.011080332409972193,1-2%,0~+10%,False,0.06857424765663556,True,0.03858447488584482,0.050684931506849384,-0.0009132420091324533,0.008447488584474971,0.027790329868956354,0.03976502485314071,-0.011296882060551239,-0.002033438770899121,44.14,44.14,44.14,43.3,41.52,44.47,44.47,44.47,43.76,42.06
up,0.01671938544961593,1-2%,>+10%,False,0.10099502487562173,True,0.03622222222222238,0.030000000000000027,-0.024222222222222256,-0.016444444444444484,0.048572071059141075,0.04227569147740051,-0.012592759163481015,-0.004722284686305422,44.14,44.14,44.14,43.3,41.52,45.3,45.3,45.3,43.76,42.06
up,0.014015572858731895,1-2%,-10~0,False,-0.01273885350318471,True,-0.03290917068889865,-0.007678806494076373,0.04036858271171573,0.5754716981132078,-0.03776468020082957,-0.01266099104998919,0.03514516481117669,0.5675616677581314,44.64,43.46,43.46,43.46,43.4,45.01,44.08,44.08,44.08,43.88
up,0.02324521422060144,2-3%,-10~0,False,-0.0257548845470692,True,0.05612472160356363,0.1106904231625836,0.6692650334075725,0.8710467706013365,0.017814981755741588,0.07040137368534016,0.6087143163769049,0.8031766473492166,44.85,44.85,44.85,44.85,44.85,45.41,45.41,45.41,45.41,45.41
up,0.013132551216949784,1-2%,>+10%,True,0.29295902196060664,True,0.2124092637400623,0.2782578638091946,0.5601451780159004,0.20152091254752835,0.09592251210748315,0.15544446180284321,0.4102483986877048,0.08608029995313227,65.28,65.28,65.28,65.28,65.28,66.9,66.9,66.9,66.9,66.9
up,0.03233869707858128,3-5%,>+10%,True,0.44622684139177604,True,0.0850484261501212,0.06658595641646503,0.2164043583535109,0.04615617433414032,0.0717488789237668,0.0535127055306428,0.20149476831091162,0.033333333333333215,67.0,67.0,67.0,67.0,67.0,72.23,70.15,70.15,70.15,69.13
up,0.01644245142002987,1-2%,>+10%,True,0.5183840217884703,True,0.08544117647058824,0.05014705882352932,0.22602941176470592,0.06029411764705883,-0.05371794871794866,-0.08448717948717954,0.068846153846154,-0.0756410256410257,69.0,68.13,68.13,68.13,67.96,70.15,70.15,70.15,70.15,69.13
up,0.03846153846153855,3-5%,>+10%,False,0.7775752051048312,True,-0.08740740740740738,-0.11345679012345677,-0.024074074074074137,-0.11753086419753078,-0.013742494996664467,-0.041894596397598405,0.0547031354236156,-0.046297531687791826,68.13,68.13,68.13,68.13,67.96,70.15,70.15,70.15,70.15,69.13
up,0.02953529332068805,2-3%,>+10%,False,0.5788235294117647,True,-0.055007237794446495,0.101197525990262,0.03500460586919352,-0.10869851296223176,-0.028544372294372233,0.13203463203463217,0.06398809523809534,-0.08373917748917747,69.18,69.18,69.18,69.18,66.66,70.48,70.48,70.48,70.48,67.73
up,0.035201242396790455,3-5%,>+10%,False,0.351110333974471,True,-0.011751468933616671,-0.016752094011751373,-0.008876109513689112,-0.15364420552569058,-0.055329827915870045,-0.06010994263862335,-0.052581261950286895,-0.19096558317399626,79.89,76.0,75.63,75.0,66.18,80.38,79.05,76.29,76.29,67.7
up,0.017826713855026766,1-2%,0~+10%,False,0.06401673640167371,True,-0.009787508048937577,0.07469414037347066,0.07469414037347066,-0.13509336767546698,0.005229441757092612,0.0909922865734083,0.0909922865734083,-0.12197672898418088,75.64,75.0,75.0,75.0,65.6,77.62,76.89,76.89,76.89,65.76
up,0.011374035821676065,1-2%,0~+10%,False,0.036309443164882715,True,0.0021975180972078068,0.024819027921406445,0.016028955532574996,-0.12228541882109611,-0.014240305149396115,0.00801017164653528,-0.0006357279084553413,-0.13668150031786397,75.64,75.0,75.0,75.0,65.6,77.62,76.89,76.89,76.89,65.76
up,0.011788943573308952,1-2%,0~+10%,False,0.08696193082856452,True,-0.055995475113122195,-0.1915158371040725,-0.18438914027149333,-0.27658371040723984,-0.004770423375074384,-0.1476446034585569,-0.14013118664281454,-0.23732856290995819,79.0,79.0,70.16,67.96,59.58,80.02,80.02,71.47,69.13,60.71
up,0.014411641248076146,1-2%,-10~0,False,-0.07049031083365853,True,-0.025517241379310218,-0.01406896551724135,-0.02317241379310353,-0.14027586206896558,-0.025517241379310218,-0.01406896551724135,-0.02317241379310353,-0.14027586206896558,69.24,69.24,67.96,66.66,59.58,71.41,70.65,69.13,67.73,60.71
up,0.01050057537399307,1-2%,<=-10%,False,-0.18365429779239084,True,0.01067615658362997,-0.02405693950177934,-0.009252669039146011,-0.03245551601423491,0.027050484594242752,-0.008245334876319843,0.0067987848980182175,-0.016779979748300256,69.0,69.0,66.66,65.6,58.36,71.21,70.51,67.73,65.76,60.3
up,0.01273083379966411,1-2%,<=-10%,False,-0.1491489108439471,True,-0.03356817239950283,-0.01754385964912275,-0.043514297554910986,-0.03370631302666116,-0.01755371436595987,-0.0012638674343489198,-0.027664653840752673,-0.01769414408088743,68.68,66.66,66.66,65.6,58.36,69.01,67.73,67.73,65.76,60.3
up,0.01185436071126178,1-2%,-10~0,False,-0.01157762588924538,True,-0.029288702928870425,-0.07071129707112978,-0.10460251046025104,-0.1271966527196653,-0.030640668523676973,-0.07200557103064065,-0.1058495821727019,-0.12841225626740949,65.6,65.6,65.6,62.33,58.36,65.76,65.76,65.76,64.2,60.3
up,0.019176029962546748,1-2%,-10~0,False,-0.061445444319460085,True,-0.07496692635601943,-0.05644568572688524,-0.09495810671762461,0.08922534176098762,-0.04332623897841292,-0.024171480693219838,-0.06400121617512922,0.1264822134387351,60.59,59.58,59.58,59.58,58.36,60.71,60.71,60.71,60.71,60.0
up,0.02382818623608718,2-3%,-10~0,False,-0.02995742092457432,True,-0.017148981779206873,-0.012708620425662231,-0.03567600673710003,0.07273005665288612,0.020022246941045596,0.024630541871921263,0.0007945336087715749,0.11330049261083741,61.01,60.89,60.89,58.36,58.36,61.58,61.58,61.58,60.3,60.0
up,0.010805657079294484,1-2%,-10~0,False,-0.0875743076700014,True,-0.003772991667976733,0.02908347744065387,0.06854268196824398,0.07042917780223235,0.00380167907492468,0.036907967685727794,0.07666719467764915,0.0785680342151116,60.89,60.89,60.89,58.36,58.36,61.58,61.58,61.58,60.3,60.0
up,0.01803073063656324,1-2%,-10~0,False,-0.07148056485660204,True,-0.05174803634683511,-0.030032342522716915,0.0796242106884335,-0.026490066225165698,-0.045130272952853656,-0.02326302729528551,0.08715880893300243,-0.01969602977667495,61.6,61.02,58.36,58.36,58.36,62.16,61.41,60.3,60.3,60.0
up,0.01709819247679545,1-2%,-10~0,False,-0.08000000000000007,True,0.008325328210054384,0.09862311879602959,-0.0036823567082934217,0.040505923791226195,0.022900763358778553,0.11450381679389321,0.010719506253045186,0.0555465324021438,59.59,58.36,58.36,58.36,58.36,60.3,60.3,60.3,60.3,60.0
up,0.012824728707661937,1-2%,-10~0,False,-0.05264797507788166,True,0.12159090909090908,0.08863636363636362,0.0219155844155845,0.022402597402597424,0.1412289395441031,0.10769739015526936,0.0398083911463496,0.04030393128510079,58.36,58.36,58.36,58.36,58.36,60.3,60.3,60.3,60.3,60.0
up,0.01020110754881931,1-2%,0~+10%,False,0.0690138650880201,True,0.015147143681477404,-0.09723023658395835,0.023946912867859327,-0.03519907674552791,0.04236409420826548,-0.07302621833802414,0.051399792623314955,-0.009331950822100588,66.72,66.5,60.5,59.55,53.92,67.06,67.06,62.23,60.0,54.33
up,0.02878019683865185,2-3%,0~+10%,False,0.05126195328421379,True,0.04942745325409503,-0.1303087403971589,-0.00043484562980145025,-0.0337730105812436,0.02259887005649719,-0.15254237288135586,-0.025988700564971823,-0.05847457627118646,66.5,66.5,59.95,59.55,53.92,70.1,70.0,60.0,60.0,54.33
up,0.014407988587731957,1-2%,0~+10%,False,0.08715880893300243,True,-0.11995499929686404,-0.08437631837997472,0.01068766699479684,-0.05146955421178456,-0.11070058263464555,-0.0747477618303255,0.021315901662640302,-0.04149495523660651,67.89,60.5,59.55,59.55,53.92,69.09,62.23,60.0,60.0,54.33
up,0.01831913867909374,1-2%,0~+10%,False,0.010719506253045186,True,0.027457787596654626,0.12008836989111571,0.14549471358687094,-0.0018936405239071696,0.040428251837647755,0.13422818791946312,0.1599552572706937,0.01070629594119521,59.55,59.55,59.55,59.55,53.92,60.0,60.0,60.0,60.0,54.33
up,0.029169413315754733,2-3%,-10~0,False,-0.025690430314707746,True,0.12602081665332254,0.14939951961569253,0.12185748598879109,-0.06341072858286634,0.09447470817120607,0.11719844357976661,0.09042801556420232,-0.08964980544747081,64.01,64.01,64.01,64.01,53.92,65.11,65.11,65.11,65.11,54.33
up,0.026926070038910677,2-3%,0~+10%,False,0.020165131787869273,True,0.07578053955744157,0.08926947559866627,0.03197938769324038,-0.15004546832373455,0.09015512210105991,0.10382429734295817,0.0457686991245585,-0.13868837352173247,65.65,65.65,65.65,65.65,53.92,69.08,69.08,68.96,68.09,54.33
up,0.013669175241898257,1-2%,-10~0,False,-0.04207738708253639,True,0.05833333333333335,0.10318181818181826,0.037878787878787845,-0.13803030303030306,0.011146496815286566,0.0539953676896352,-0.008396062536189852,-0.17646207295888827,68.74,68.74,67.92,67.33,53.92,70.02,69.85,68.96,68.09,54.33
up,0.010164190774042181,1-2%,-10~0,False,-0.07265081206496504,True,-0.014241486068111375,-0.09860681114551084,0.08715170278637796,-0.11455108359133115,-0.010872941907424605,-0.09552656104380242,0.09086672879776336,-0.11152531842187008,62.5,62.5,58.0,53.92,49.4,63.21,63.21,58.23,54.33,50.95
up,0.012876884422110546,1-2%,-10~0,False,-0.0958398409768565,True,-0.15767441860465115,-0.08883720930232553,0.008217054263566004,-0.153953488372093,-0.16402523465148477,-0.09570703185105389,0.0006154793045085594,-0.16033235882443442,59.51,53.92,53.92,53.92,49.4,59.66,54.33,54.33,54.33,50.95
up,0.02705687465488671,2-3%,<=-10%,False,-0.22452183842420792,True,0.19856630824372767,0.20878136200716857,0.00501792114695343,,0.17622230038691522,0.18624692226521278,-0.01371790362293357,,54.1,54.1,54.1,54.1,,55.1,55.1,55.1,55.1,
up,0.013525229755505519,1-2%,<=-10%,False,-0.12328975372453632,True,0.15106928999144564,0.11257485029940106,-0.10590248075278019,,0.1448017696103454,0.10651693040666999,-0.11077080142930074,,63.87,63.87,60.52,50.33,,66.66,66.66,62.21,51.74,
up,0.13425216947422136,>=9.4%,-10~0,False,-0.09765085214186997,True,0.011851185118511909,-0.05115511551155105,-0.21572157215721566,,0.008522727272727293,-0.05427631578947367,-0.21830143540669844,,64.67,64.67,60.52,50.33,,66.66,66.66,62.21,51.74,
up,0.011914476905500182,1-2%,-10~0,False,-0.027151476659256768,True,-0.1138709677419355,-0.16661290322580646,-0.12483870967741939,,-0.10170045781556569,-0.15516677567037274,-0.11281883584041852,,56.0,54.1,50.33,49.4,,56.08,54.94,51.61,50.95,
up,0.01927353595255754,1-2%,<=-10%,False,-0.1326153351551198,True,-0.008909090909090978,0.0040000000000000036,0.014909090909090983,,-0.010887316276537828,0.001996007984031989,0.012883324260569706,,51.6,51.6,51.6,51.6,,53.22,53.22,53.22,53.22,
up,0.014440433212996373,1-2%,0~+10%,False,0.04528301886792452,True,-0.012989323843416445,,,,0.007446422084998128,,,,53.96,53.96,,,,54.57,54.57,,,
up,0.016347737929286676,1-2%,,False,,True,0.024688279301745775,0.10835411471321699,-0.21695760598503744,-0.09738154613466332,0.043820652864219545,0.12904864727549858,-0.20233710148609174,-0.08052838816207297,76.99,76.99,76.99,61.88,54.08,79.2,78.54,78.54,62.8,54.23
up,0.010101010101010166,1-2%,>+10%,False,0.1609498680738788,True,0.06424999999999992,0.017249999999999988,-0.322125,-0.13124999999999998,0.0602739726027397,0.013449564134495606,-0.3246575342465754,-0.1344956413449564,77.6,77.6,77.6,54.08,54.08,78.54,78.54,78.54,54.23,54.23
up,0.012223071046600475,1-2%,0~+10%,False,0.014728682170542573,True,0.11811320754716981,-0.09081761006289302,-0.22238993710691823,-0.05672955974842775,0.08165003650523239,-0.12046726697493315,-0.24774884400097352,-0.08749087369189601,80.41,80.41,70.97,54.08,54.08,85.14,85.14,72.28,54.23,54.23
up,0.016355653128430347,1-2%,>+10%,False,0.2723463687150838,True,-0.17086078410195493,-0.3110487093638622,-0.3492817798898369,-0.1552003456096771,-0.12800999545661074,-0.27544298046342575,-0.31565197637437536,-0.111540208995911,79.83,73.4,63.3,54.08,54.08,81.38,74.79,63.79,54.23,54.23
up,0.010161786335071366,1-2%,-10~0,False,-0.008090185676392525,True,-0.15565850430178685,-0.19629384513567172,-0.20066181336862998,0.0787557908669756,-0.16907646215969774,-0.20906604142243057,-0.21336459554513476,0.06161260909209343,67.1,63.3,54.08,54.08,54.08,68.28,63.79,54.23,54.23,54.23
up,0.016702663786897,1-2%,<=-10%,False,-0.1505626223091977,True,-0.23197847330406463,-0.16895623849313124,-0.1393570315819288,0.18765047443704863,-0.2057703573520797,-0.14059753954305798,-0.10998828353837142,0.2281780902167545,61.88,54.08,54.08,54.08,54.08,62.8,54.23,54.23,54.23,54.23
up,0.012579617834395096,1-2%,<=-10%,False,-0.20233710148609174,True,-0.08790690360119524,-0.1011165277559366,-0.009907218116055994,0.339990564554175,0.018079691065473025,0.0033350886431455784,0.10514305774969279,0.4956994909601544,54.08,54.08,54.08,54.08,54.08,54.23,54.23,54.23,54.23,54.23
up,0.0363267564078924,3-5%,<=-10%,False,-0.3246575342465754,True,0.03380782918149472,0.0626334519572953,0.09074733096085397,0.4928825622775801,0.015734265734265618,0.04405594405594404,0.07167832167832167,0.4667832167832169,56.78,55.98,55.98,55.98,55.98,58.0,58.0,56.97,56.97,56.97
up,0.0126811594202898,1-2%,<=-10%,False,-0.2268907563025211,True,-0.07350788746137593,0.00910717189786947,-0.05626931208326558,0.41502683363148485,-0.07845357489485605,0.0037204788094467034,-0.06130702038175351,0.407473309608541,55.98,55.98,55.98,55.98,55.98,58.0,56.97,56.97,56.97,56.97
up,0.016724137931034555,1-2%,<=-10%,False,-0.32550296546110014,True,-0.014583686620315395,0.030523995251823033,0.02950652874342885,0.4397151093776497,-0.00971370143149286,0.03561690524880712,0.034594410361281636,0.4468302658486709,56.02,56.02,56.02,56.02,56.02,56.97,56.97,56.97,56.97,56.97
up,0.010327022375215211,1-2%,<=-10%,False,-0.3622392974753018,True,0.028790459965928328,0.0732538330494037,0.011925042589437718,0.4051107325383305,0.002323651452282194,0.045643153526971014,-0.014107883817427447,0.36896265560165986,56.02,56.02,56.02,56.02,56.02,56.97,56.97,56.97,56.97,56.97
up,0.013412816691505292,1-2%,<=-10%,False,-0.21336459554513476,True,0.05408496732026147,-0.05179738562091507,0.15081699346405242,0.10424836601307175,0.03964544721998409,-0.06478646253021747,0.13505237711522988,0.0891216760676874,58.61,58.61,57.2,57.2,57.2,59.25,59.25,58.03,58.03,58.03
up,0.01774058577405868,1-2%,0~+10%,False,0.02839931153184172,True,0.1614865975990789,0.22479855286959394,0.2863015951323795,0.10212136161815488,0.18905723905723892,0.253872053872054,0.3168350168350169,0.12828282828282833,58.6,58.6,58.6,58.6,58.6,61.27,61.27,61.27,61.27,61.27
up,0.03692065985860182,3-5%,0~+10%,False,0.0658070997990623,True,0.12848484848484865,0.13227272727272732,0.23484848484848486,-0.007575757575757569,0.05450941526263642,0.058048987682288056,0.15390060880645628,-0.07263202605125296,69.51,69.51,67.25,67.25,60.61,70.43,70.43,69.29,69.29,63.41
up,0.01533360961458774,1-2%,>+10%,False,0.12215160440241823,True,0.016598639455782216,0.0842176870748299,0.15931972789115645,-0.2142857142857143,0.07836628662144607,0.1500938086303938,0.2297589839803722,-0.1665463991918027,67.25,67.25,67.25,67.25,53.28,69.5,69.5,69.5,69.5,55.22
up,0.010391109828258083,1-2%,>+10%,False,0.1005400254129607,True,0.11255534923582333,0.13083845164976426,0.19840022853878025,-0.15340665619197258,0.12071942446043171,0.13913669064748202,0.20719424460431668,-0.14719424460431652,67.25,67.25,67.25,67.25,53.28,71.78,71.78,71.78,71.78,55.22
up,0.020126091173617855,2-3%,0~+10%,False,0.054461774482229774,True,-0.19681483242215358,-0.18849536486807705,-0.2261706679343951,-0.46624673163774666,-0.19547619047619047,-0.18714285714285717,-0.2248809523809524,-0.4653571428571429,81.4,64.0,64.0,60.61,39.87,82.85,64.87,64.87,63.41,40.86
up,0.010210121337673739,1-2%,<=-10%,False,-0.1955719557195572,True,0.005859088911674304,-0.03325032957375118,-0.16800937454225873,-0.21605390361798726,-0.017596566523605195,-0.05579399141630914,-0.18741058655221754,-0.23433476394849784,68.13,67.49,60.61,54.5,39.87,69.26,68.28,63.41,56.8,40.86
up,0.013835168104730844,1-2%,<=-10%,False,-0.19880810488677003,True,-0.016581071166544503,-0.038884812912692635,-0.17094644167278072,-0.2451944240645636,0.03298397040690504,0.009556103575832475,-0.12916152897657207,-0.20715166461159062,60.61,60.61,60.61,53.28,39.87,63.83,63.83,63.83,55.22,40.86
up,0.010099509876726698,1-2%,<=-10%,False,-0.21554235115926834,True,-0.10292604028819297,-0.16923981767387153,-0.2637847375385973,-0.3042199676518159,-0.06854961832061068,-0.13740458015267176,-0.23557251908396948,-0.277557251908397,54.42,53.28,53.28,49.66,39.87,55.22,55.22,55.22,50.07,40.86
up,0.029560076508433397,2-3%,<=-10%,False,-0.18977176669484375,True,-0.04576929572707311,-0.0748184428306029,-0.1773349096436413,-0.2214153014693464,-0.07392230781839038,-0.10211440747418454,-0.20160629405015562,-0.24438616620226183,53.5,53.5,53.5,45.65,39.87,57.75,56.5,54.78,46.35,40.86
up,0.020118343195266286,2-3%,<=-10%,False,-0.24699242536759236,True,-0.0581979891724671,-0.2099767981438515,-0.058584686774941996,-0.08952049497293113,-0.027161973237467496,-0.1839424805272618,-0.02756141402037149,-0.05951667665268623,45.65,45.65,40.35,39.87,39.87,46.35,46.35,40.86,40.86,40.86
up,0.016042780748663166,1-2%,<=-10%,False,-0.26250197191986113,True,-0.03157894736842104,-0.054736842105263195,0.12673684210526326,-0.001052631578947305,-0.007551240560949357,-0.031283710895361416,0.15469255663430426,0.02373247033441217,46.5,44.5,39.87,39.87,39.87,48.71,46.0,40.86,40.86,40.86
up,0.010238907849829504,1-2%,<=-10%,False,-0.25891009427454603,True,-0.004914004914005066,0.07647420147420125,0.07432432432432412,0.111179361179361,0.004028509451502904,0.0861481251936782,0.08397892779671512,0.1211651688875115,31.59,31.59,31.59,31.59,25.02,32.11,32.11,32.11,32.11,26.94
up,0.013325069724201999,1-2%,<=-10%,False,-0.26071019473081314,True,0.021406727828745975,0.05535168195718643,-0.00152905198776776,-0.011926605504587129,0.04017440049828713,0.0747430706944876,0.01681719090625977,0.006228589224540837,31.59,31.59,31.59,31.59,25.02,32.83,32.4,32.4,32.4,26.94
up,0.02978453738910014,2-3%,-10~0,False,-0.05791044776119403,True,-0.09384615384615391,-0.0612307692307692,-0.038461538461538436,0.1415384615384616,-0.08083645443196008,-0.047752808988763995,-0.024656679151061178,0.15792759051186023,25.02,25.02,25.02,25.02,25.02,26.94,26.94,26.94,26.94,26.94
up,0.026769343601026785,2-3%,<=-10%,False,-0.2197424892703863,True,0.08964285714285714,0.12678571428571428,0.1992857142857143,0.4285714285714286,0.03599320882852308,0.07130730050933787,0.1402376910016978,0.3582342954159592,27.91,27.91,27.91,27.91,27.91,28.03,28.03,28.03,28.03,28.03
up,0.01925060158129943,1-2%,<=-10%,False,-0.197738554881412,True,0.07082630691399672,0.18279932546374367,0.19089376053962903,0.3996627318718382,0.10281347690170195,0.21813129558874622,0.22646752344564103,0.4414727335880515,28.54,28.54,28.54,28.54,28.54,31.55,31.55,31.25,31.25,31.25
up,0.013731343283582165,1-2%,>+10%,False,0.10161131206839857,True,-0.04711425206124853,0.039752650176678506,0.03062426383981154,-0.05153121319199061,-0.07727402338180789,0.006843455945252375,-0.001996007984031989,-0.08155118334759048,32.59,32.0,31.72,31.3,31.3,33.07,32.36,32.36,32.31,31.78
up,0.01846337105419904,1-2%,>+10%,False,0.10062274664044568,True,0.05789473684210522,0.03654970760233911,-0.01637426900584804,-0.03040935672514633,0.013161579389526779,-0.007280873704844537,-0.057966956034724126,-0.07140856902828352,34.52,34.52,31.3,31.3,31.3,35.31,35.31,32.31,32.31,31.78
up,0.013743651030773796,1-2%,0~+10%,False,0.04138145612943367,True,0.010020630710285916,0.010610079575596787,0.09342764515178303,-0.08222811671087527,-0.02697331061896635,-0.02640545144804085,0.053378762067007424,-0.11584327086882451,34.19,33.18,33.18,33.18,30.0,34.55,34.27,33.81,33.64,30.39
up,0.02200000000000002,2-3%,>+10%,True,0.1672016340822875,True,0.019080234833659393,0.09246575342465735,-0.1487279843444228,-0.2747064579256361,0.01708984375,0.09033203125,-0.1503906250000001,-0.276123046875,40.0,40.0,40.0,31.51,26.64,40.77,40.77,40.77,31.78,27.26
up,0.010078387458006821,1-2%,>+10%,False,0.24234835837506963,True,-0.2858093126385809,-0.24611973392461195,-0.3110864745011087,-0.362749445676275,-0.2591996320147193,-0.21803127874884998,-0.2854185832566697,-0.3390064397424103,31.63,31.51,31.51,30.0,25.16,32.48,31.78,31.78,30.39,25.63
